               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.097344,            0.051936,                   0,             0.67304,             0.31513,             0.48839,             0.29916,             0.13682,            0.038364,                   0,           0.0057355,           0.0057355,           0.0057355
                 147,            0.097588,            0.055278,                   0,              0.6106,             0.34751,             0.46991,             0.28307,             0.13701,            0.040506,                   0,           0.0056884,           0.0056884,           0.0056884
                 148,            0.096437,            0.048275,                   0,             0.67415,             0.31476,             0.48753,             0.29788,              0.1369,            0.038019,                   0,           0.0056413,           0.0056413,           0.0056413
                 149,            0.097623,            0.048539,                   0,             0.65691,             0.33481,             0.48898,             0.29892,             0.13695,            0.038911,                   0,           0.0055942,           0.0055942,           0.0055942
                 150,            0.097551,             0.05361,                   0,             0.65521,             0.33925,             0.49172,             0.29939,             0.13713,            0.038698,                   0,           0.0055471,           0.0055471,           0.0055471
                 151,            0.096735,            0.048998,                   0,             0.67264,             0.31928,             0.48664,             0.29853,             0.13659,            0.038608,                   0,              0.0055,              0.0055,              0.0055
                 152,            0.096909,            0.049754,                   0,             0.65541,             0.33876,             0.48897,             0.29544,             0.13657,            0.039619,                   0,           0.0054529,           0.0054529,           0.0054529
                 153,             0.09723,            0.051236,                   0,             0.65464,             0.33231,             0.48811,             0.29603,             0.13719,            0.038967,                   0,           0.0054058,           0.0054058,           0.0054058
                 154,            0.095667,            0.044677,                   0,             0.64902,             0.34151,              0.4911,             0.29903,             0.13671,            0.039381,                   0,           0.0053587,           0.0053587,           0.0053587
                 155,             0.09801,            0.050658,                   0,             0.64023,             0.34562,             0.48643,              0.2949,             0.13699,            0.039341,                   0,           0.0053116,           0.0053116,           0.0053116
                 156,            0.097592,            0.051767,                   0,             0.67069,             0.32877,             0.49398,             0.30216,             0.13677,            0.039257,                   0,           0.0052645,           0.0052645,           0.0052645
                 157,              0.0971,            0.052011,                   0,             0.65487,             0.34147,             0.48971,             0.29702,             0.13688,            0.038918,                   0,           0.0052174,           0.0052174,           0.0052174
                 158,            0.097609,            0.051738,                   0,             0.68487,             0.31431,             0.49393,             0.30377,             0.13673,            0.038392,                   0,           0.0051704,           0.0051704,           0.0051704
                 159,            0.096032,            0.048888,                   0,             0.67006,             0.33227,             0.49323,             0.29935,             0.13688,            0.039004,                   0,           0.0051234,           0.0051234,           0.0051234
                 160,            0.096437,            0.047696,                   0,             0.68012,             0.32471,             0.49502,             0.30183,             0.13698,            0.038016,                   0,           0.0050765,           0.0050765,           0.0050765
                 161,             0.09699,            0.049905,                   0,             0.65567,               0.339,             0.48928,             0.29794,              0.1369,            0.038846,                   0,           0.0050296,           0.0050296,           0.0050296
                 162,            0.096064,            0.046568,                   0,             0.66768,             0.33309,             0.49392,             0.30245,             0.13659,            0.038738,                   0,           0.0049828,           0.0049828,           0.0049828
                 163,            0.096329,             0.05061,                   0,             0.66515,             0.33551,             0.49559,             0.30213,             0.13722,            0.038538,                   0,            0.004936,            0.004936,            0.004936
                 164,            0.096618,            0.049375,                   0,              0.6646,               0.339,             0.49384,             0.30049,             0.13692,            0.039135,                   0,           0.0048893,           0.0048893,           0.0048893
                 165,            0.095479,            0.047689,                   0,             0.64095,             0.35293,              0.4893,             0.29479,              0.1369,            0.039525,                   0,           0.0048426,           0.0048426,           0.0048426
